ID,Acidez,Azucar,Alcohol,pH,Densidad,Sulfatos,Variedad
19,8.588371261983244,2.718652488025463,15.194397570002053,3.0516959511159008,0.9864782320913299,0.8376108409017575,Reserva
20,6.9414616563191665,1.5763088895994126,13.446763473630956,3.1118479922318634,0.9936250516447884,0.6006215542699553,Tinto
21,8.388565305322002,3.1545143058918144,14.016185238643104,2.9869106767615805,0.9910649305211023,0.8779977756651508,Reserva
22,5.501972961716961,8.170221633693533,10.576057128140082,3.338456784178302,1.0045861449465974,0.41985055342570043,Blanco
23,8.644134303668537,2.657108910650813,14.405419226607897,3.053979887446734,0.9865994071858885,0.9387317026714669,Reserva
24,6.090546125293288,5.043858635651688,12.044052890800192,3.3312059908526077,0.9969861136492577,0.6161359280169044,Rosado
25,5.246157314487396,8.320618936933444,9.934800970680161,3.4390911435888656,1.0020506366595454,0.483087329961441,Blanco
26,6.565532668630262,5.069879962629975,12.129633055596157,3.3579055436750034,0.9984873744229839,0.5990743432003804,Rosado
27,5.6242693873370095,8.361620342725814,10.637309584112915,3.477496720250877,1.0045009857006917,0.46651123707745995,Blanco
28,5.514321370868307,7.732528784952186,10.08130888588217,3.3339771693457863,1.0063171911580149,0.5081413630862927,Blanco
29,7.135640010896491,1.8366851826424453,13.259058370760737,3.2515499761247977,0.9907097604907897,0.6595753198553406,Tinto
30,8.856416836941252,3.115595213918651,14.67126715320795,3.0744475298483684,0.9874149585231345,0.8757882963566874,Reserva
31,5.49483866930866,8.186115292117902,10.420568892441809,3.338152464456096,1.0055741692074849,0.4505200756751163,Blanco
32,5.842161247633222,8.95447436048421,10.127183763561579,3.360837335383188,1.004692896418994,0.48288240639977964,Blanco
33,5.541353216656213,8.12305561408755,10.24895730376514,3.412994139712421,1.0053131072172676,0.4610676319732008,Blanco
34,6.428379336312813,4.592127121421804,11.734695639031834,3.2392905693606133,0.9963555592088671,0.5498735317681095,Rosado
35,6.883567561607435,1.6547019267733092,13.25141048435699,3.158039123838868,0.9950760731329319,0.7457701058851036,Tinto
36,8.432276875484721,3.046117531783658,14.78620052904796,2.9661127611035347,0.9900099745579609,0.864616526719061,Reserva
37,6.417450521247505,5.054880629106307,11.964129214351011,3.4046193637842728,0.9988258629085512,0.5920030735018286,Rosado
38,8.914099698580868,3.154510580162598,13.939820442222477,2.9187428706671197,0.9908357238941096,0.9816205651965818,Reserva
39,8.68179277183578,3.3249153729525833,14.428954417977998,3.0222785919951907,0.9876933415348526,0.7379366329965464,Reserva
40,5.559678572083497,8.500773213074709,10.12417272972986,3.414849233661659,1.0059267522584887,0.5588067666635848,Blanco
41,8.743295231462795,4.155819447196416,14.35842044026317,3.0626216667398114,0.9859612600680919,0.9065370288643045,Reserva
42,6.965433924707204,1.6961506638996728,13.755683455352681,3.1769680614520106,0.9916286820466723,0.7043523534119085,Tinto
43,5.674030069266144,8.189394449820313,10.102839102460793,3.4653571377141215,1.0077315490222896,0.41736758860138246,Blanco
44,7.161922134525173,2.094274199778582,13.19595083257862,3.2528561113109458,0.9897873300519879,0.6850496324767066,Tinto
45,6.69079093803874,4.976495161945373,12.024188081536979,3.284486662170327,0.9981516091163875,0.5296268112811722,Rosado
46,8.321288193828533,2.586699189612873,14.524562241815897,3.1271972044662664,0.989809963421922,0.887371592430342,Reserva
47,8.878500123523022,3.107336208104485,14.72769076614798,2.983481668414143,0.9883309975283181,0.8536534764210959,Reserva
48,5.601278364160615,9.185296844994113,10.429895409526292,3.4092316929266153,1.0016173930055947,0.46364607899266574,Blanco
49,6.154622837238013,4.613190144053822,11.793729521810755,3.2934928472816156,0.9999502394668355,0.5893276424144076,Rosado
50,6.884145576796884,2.0332767769129596,13.421539973998623,3.2465640059558103,0.9927227912110168,0.6749121478207731,Tinto
51,5.665263818044972,8.22409208397641,10.230110681119168,3.3196258382719384,1.0049476658418235,0.44691593162343585,Blanco
52,5.518084463350558,8.303020156289104,9.979444681162317,3.4406758608684833,1.004464507394322,0.4401844753598852,Blanco
53,6.933258343664067,4.988888652577083,12.1916436421463,3.3314172754632136,0.9970579233887633,0.5586384528223838,Rosado
54,5.23412126296697,7.432491513880382,11.057136687742993,3.4113729967302064,1.0025712971639473,0.41441942281497907,Blanco
55,7.1918586822882276,2.020258461406377,12.612098962836066,3.1661538999847023,0.994007065795784,0.7738947022370758,Tinto
56,8.75352343603255,3.1541357852736627,14.705878057112354,3.0293227157384712,0.9932443123940252,0.8284929311019684,Reserva
57,6.568770541871742,1.912491875062017,12.75644340288977,3.248777256356118,0.9867605097918205,0.7256633716556677,Tinto
58,5.399430682694595,8.657129125806007,10.542077729190554,3.426097078280845,1.0023586353632965,0.4394137266704818,Blanco
59,6.449764923893368,4.65209971960235,12.183299468736529,3.3297578512718453,0.9963490056064149,0.6737678108474776,Rosado
60,8.488301570482898,3.316140615610471,14.354390935651269,2.987419982619709,0.9925309084805621,0.8487806179332855,Reserva
